Format Name,File Extension(s),Category/Plan(s),NARA Format ID,MIME type(s),Specification/Standard URL,PRONOM URL,LOC URL,British Library URL,WikiData URL,ArchiveTeam URL,ForensicsWiki URL,Wikipedia URL,docs.fileformat.com,Other URL,Notes,Risk Level,Preservation Action,Proposed Preservation Plan,Description and Justification,Preferred Processing and Transformation Tool(s)
Product Representation Compact,prc,Digital Design and Vector Graphics,NF00388,model/prc,https://www.iso.org/standard/54948.html,,http://www.loc.gov/preservation/digital/formats/fdd/fdd000496.shtml,,https://www.wikidata.org/wiki/Q3359832,http://fileformats.archiveteam.org/wiki/Adobe_PRC,,https://en.wikipedia.org/wiki/PRC_(file_format),,,,Moderate Risk,Retain,Retain,"The file format is well documented, and is considered an acceptable format as per NARA Transfer Guidance.",FME Desktop; Global Mapper
Pulse Code Modulated,pcm|L16|wav|aiff|au,Digital Audio,NF00603,audio/L16,https://tools.ietf.org/html/rfc2586,https://www.nationalarchives.gov.uk/pronom/x-cmp/3,https://www.loc.gov/preservation/digital/formats/fdd/fdd000016.shtml,,https://www.wikidata.org/wiki/Q13043846,http://fileformats.archiveteam.org/wiki/PCM,,https://en.wikipedia.org/wiki/Pulse-code_modulation,,,,Moderate Risk,Transform,Transform to BWF,"This file format is well documented and widely used for encoding bitstreams. It is an uncompressed audio encoding method and is one of the oldest digital audio recording systems standard in most computers, CD, and digital telephony. PCM uses linear sampling at a wide range of sampling frequencies and resolutions. Very widely used on audio CDs, Digital Audio Tape (DAT) and as the default bitstream encoding for WAVE and AIFF. The Broadcast WAVE format (WAVE_BWF_1 and WAVE_BWF_2), wrapping LPCM, is preferred as the archival master format for mono and stereo audio when reformatting analog sound recordings in updated Federal Agencies Audio Visual Working Group's 2012 specification.",FFmpeg; Audacity
Python Compiled Bytecode 2.0,pyc,Software and Code,NF00739,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/pronom/fmt/1106,,,https://www.wikidata.org/wiki/Q55429220,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 2.1,pyc,Software and Code,NF00740,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/pronom/fmt/1107,,,https://www.wikidata.org/wiki/Q55429234,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 2.2,pyc,Software and Code,NF00741,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/pronom/fmt/1108,,,https://www.wikidata.org/wiki/Q55429245,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 2.3,pyc,Software and Code,NF00742,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/pronom/fmt/1109,,,https://www.wikidata.org/wiki/Q55429254,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 2.4,pyc,Software and Code,NF00743,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/pronom/fmt/1110,,,https://www.wikidata.org/wiki/Q55429271,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 2.5,pyc,Software and Code,NF00744,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/pronom/fmt/1111,,,https://www.wikidata.org/wiki/Q55429287,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 2.6,pyc,Software and Code,NF00745,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/pronom/fmt/1112,,,https://www.wikidata.org/wiki/Q55429299,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 2.7,pyc,Software and Code,NF00746,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/pronom/fmt/939,,,https://www.wikidata.org/wiki/Q55429163,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 3.0,pyc,Software and Code,NF00747,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/pronom/fmt/1113,,,https://www.wikidata.org/wiki/Q55429313,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 3.1,pyc,Software and Code,NF00748,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/pronom/fmt/1114,,,https://www.wikidata.org/wiki/Q55429332,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 3.2,pyc,Software and Code,NF00749,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/pronom/fmt/1115,,,https://www.wikidata.org/wiki/Q55429341,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 3.3,pyc,Software and Code,NF00750,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/pronom/fmt/1116,,,https://www.wikidata.org/wiki/Q55429354,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 3.4,pyc,Software and Code,NF00751,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/pronom/fmt/940,,,https://www.wikidata.org/wiki/Q50288190,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 3.5,pyc,Software and Code,NF00752,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/pronom/fmt/1117,,,https://www.wikidata.org/wiki/Q55429372,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Compiled Bytecode 3.6,pyc,Software and Code,NF00753,application/x-bytecode.python|application/x-python-code,https://devguide.python.org/compiler/?highlight=pyc,https://www.nationalarchives.gov.uk/pronom/fmt/1118,,,https://www.wikidata.org/wiki/Q55429382,http://fileformats.archiveteam.org/wiki/Python,,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,Compiled source code written in the Python programming language. Source code should not be reformatted to avoid affecting the functionality.,Any supported text editor
Python Source Code Script,py,Software and Code,NF00389,text/python|text/x-python,https://docs.python.org/3/reference/introduction.html,https://www.nationalarchives.gov.uk/pronom/fmt/938,,,https://www.wikidata.org/wiki/Q28865,http://fileformats.archiveteam.org/wiki/.py,https://forensics.wiki/python/,https://en.wikipedia.org/wiki/Python_(programming_language),,,,Low Risk,Retain,Retain,"Python is an interpreted, high-level, general-purpose programming language. A .PY file is a plain text file that contains python source code, and is often utf-8 encoded. Uncompiled code that is plain text ASCII or Unicode does not require format migration.",Any supported text editor
Qt Linguist Compiled Translation Source File,qm,Software and Code,NF00730,,,,,,,,,https://en.wikipedia.org/wiki/Qt_(software),,,https://doc.qt.io/qt-5/qtlinguist-index.html,Moderate Risk,Retain,Retain,"Qt is a developed framework to create applications and GUIs for desktop, smartphone, and embedded platforms. The Qt Linguist tool is used for adding language translations for text used in Qt applications. QM files consist of the original text and its translated version, stored in a binary format and is used by applications at run-time.","Test with the Qt SDK or Nokia Qt Creator, if possible"
QuarkXPress 3.1,qxd,Presentation and Publishing,NF00803,application/vnd.quark.quarkxpress,,https://www.nationalarchives.gov.uk/pronom/fmt/1317,,,https://www.wikidata.org/wiki/Q89344774,http://fileformats.archiveteam.org/wiki/QuarkXPress,,https://en.wikipedia.org/wiki/QuarkXPress,,,,Moderate Risk,Transform,Transform to InDesign and PDF,QuarkXPress is a desktop publishing software for creating and editing complex page layouts. It is still in production.,InDesign or LibreOffice with the libqxp library
QuarkXPress 3.2 for Macintosh,qxd,Presentation and Publishing,NF00804,application/vnd.quark.quarkxpress,,,,,,http://fileformats.archiveteam.org/wiki/QuarkXPress,,https://en.wikipedia.org/wiki/QuarkXPress,,,,Moderate Risk,Transform,Transform to InDesign and PDF,QuarkXPress is a desktop publishing software for creating and editing complex page layouts. It is still in production.,InDesign or LibreOffice with the libqxp library
QuarkXPress 3.3,qxd,Presentation and Publishing,NF00805,application/vnd.quark.quarkxpress,,https://www.nationalarchives.gov.uk/pronom/fmt/1318,,,https://www.wikidata.org/wiki/Q89344956,http://fileformats.archiveteam.org/wiki/QuarkXPress,,https://en.wikipedia.org/wiki/QuarkXPress,,,,Moderate Risk,Transform,Transform to InDesign and PDF,QuarkXPress is a desktop publishing software for creating and editing complex page layouts. It is still in production.,InDesign or LibreOffice with the libqxp library
QuarkXPress 4,qxd,Presentation and Publishing,NF00806,application/vnd.quark.quarkxpress,,https://www.nationalarchives.gov.uk/pronom/fmt/1319,,,https://www.wikidata.org/wiki/Q89347372,http://fileformats.archiveteam.org/wiki/QuarkXPress,,https://en.wikipedia.org/wiki/QuarkXPress,,,,Moderate Risk,Transform,Transform to InDesign and PDF,QuarkXPress is a desktop publishing software for creating and editing complex page layouts. It is still in production.,InDesign or LibreOffice with the libqxp library
QuarkXPress 5,qxd,Presentation and Publishing,NF00807,application/vnd.quark.quarkxpress,,https://www.nationalarchives.gov.uk/pronom/fmt/1320,,,https://www.wikidata.org/wiki/Q89682010,http://fileformats.archiveteam.org/wiki/QuarkXPress,,https://en.wikipedia.org/wiki/QuarkXPress,,,,Moderate Risk,Transform,Transform to InDesign and PDF,QuarkXPress is a desktop publishing software for creating and editing complex page layouts. It is still in production.,InDesign with a QuarkXpress Plugin
QuarkXPress 6,qxp,Presentation and Publishing,NF00808,application/vnd.quark.quarkxpress,,https://www.nationalarchives.gov.uk/pronom/fmt/652,,,https://www.wikidata.org/wiki/Q60372734,http://fileformats.archiveteam.org/wiki/QuarkXPress,,https://en.wikipedia.org/wiki/QuarkXPress,,,,Moderate Risk,Transform,Transform to InDesign and PDF,QuarkXPress is a desktop publishing software for creating and editing complex page layouts. It is still in production.,InDesign with a QuarkXpress Plugin
Quattro Pro Spreadsheet 7-8,wb3,Spreadsheets,NF00527,application/x-quattropro|application/x-quattro-pro,,https://www.nationalarchives.gov.uk/pronom/fmt/836,,,https://www.wikidata.org/wiki/Q62414890,http://fileformats.archiveteam.org/wiki/Quattro_Pro,,https://en.wikipedia.org/wiki/Quattro_Pro,,,,Moderate Risk,Transform,Transform to CSV or XLSX,"Quattro Pro is a spreadsheet program developed by Borland and now sold by Corel, most often as part of Corel's WordPerfect Office suite. Quattro Pro is still sold as part of the Word Perfect Suite, but it is no longer in common use; the files can be transformed to a more sustainable format.",Procure and/or develop tools. A converter based on libwps can retrieve a cell's content with cell's format and some graphics for WB1-3 files and QPW v. 9 files.
"Quattro Pro Spreadsheet 9-12, X3, X4",qpw,Spreadsheets,NF00528,application/x-quattropro|application/x-quattro-pro,,https://www.nationalarchives.gov.uk/pronom/fmt/837,,,https://www.wikidata.org/wiki/Q62414914,http://fileformats.archiveteam.org/wiki/Quattro_Pro,,https://en.wikipedia.org/wiki/Quattro_Pro,,,,Moderate Risk,Transform,Transform to CSV or XLSX,"Quattro Pro is a spreadsheet program developed by Borland and now sold by Corel, most often as part of Corel's WordPerfect Office suite. Quattro Pro is still sold as part of the Word Perfect Suite, but it is no longer in common use; the files can be transformed to a more sustainable format.",Procure and/or develop tools. A converter based on libwps can retrieve a cell's content with cell's format and some graphics for WB1-3 files and QPW v. 9 files.
Quattro Pro Spreadsheet for DOS 1-4,wq1,Spreadsheets,NF00390,application/x-quattropro|application/x-quattro-pro,,https://www.nationalarchives.gov.uk/pronom/x-fmt/121,,,https://www.wikidata.org/wiki/Q51799492,http://fileformats.archiveteam.org/wiki/Quattro_Pro,,https://en.wikipedia.org/wiki/Quattro_Pro,,https://openpreservation.org/blogs/quattro-pro-dos-obsolete-format-last,,Moderate Risk,Transform,Transform to CSV or XLSX,"Quattro Pro is a spreadsheet program developed by Borland and now sold by Corel, most often as part of Corel's WordPerfect Office suite. Quattro Pro for DOS is no longer sold or supported. Testing is needed to confirm if current Quattro Pro for Windows versions can open these files for transformation.","Procure and/or develop tools. LibreOffice Calc appears to be able to open WQ1 and WQ2 files, in which case the files could then be saved to ODS (with unknown risk), but that needs to be tested. A converter based on libwps can retrieve a cell's content with cell's format and some graphics for WQ1 and WQ2. Quattro Pro software may be required to open WQ1 and WQ2 files, which can then possibly be converted to XLS and then ODS, but it’s unclear if anything will be lost in the process."
